rank,id,minplayers,maxplayers,maxplaytime,average_rating,age,total_owners,total_weights,mechanic_count,category_count,designer_count,name_clean,category_clean_Adventure,category_clean_Educational,category_clean_Era,category_clean_Expansion for Base-game,category_clean_Other,category_clean_Strategy,category_clean_Wargame,mechanic_clean_Co-op,mechanic_clean_Dice_Rolling,mechanic_clean_Movement,mechanic_clean_Other,mechanic_clean_PVP,mechanic_clean_Role_Playing,category_clean,mechanic_clean
3694,5680,2,2,120,7.13621,12,749,3.1282,2,2,1,Lee vs Grant,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3695,213149,2,4,90,7.06709,10,388,3.2727,1,4,1,The Kings Will,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3696,67453,2,6,20,6.30768,6,911,1.16,1,3,1,Caveman Curling,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3697,41090,2,2,45,7.30679,13,212,2.2,3,3,1,Magnate,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3698,188188,2,8,15,6.86957,8,662,1.5,4,3,1,Complots,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3699,160903,1,1,90,8.06569,12,734,3.3333,3,3,2,Target for Today,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3700,146158,2,4,60,6.5372,12,632,2.0333,1,1,2,New Haven,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3701,7290,1,2,45,7.59028,11,290,2.5,1,1,1,Dynasty League Baseball,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
3702,118776,2,4,60,6.38114,13,964,1.9167,6,4,1,Tahiti,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3703,199242,1,1,60,7.28299,10,472,1.6471,3,3,2,Mini Rogue,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3704,153625,2,5,45,7.17164,10,435,2.2857,4,2,1,Han,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
3705,141067,1,2,30,8.36434,0,229,2.3636,1,1,1,History Maker Baseball,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3706,223740,2,6,60,7.21284,8,556,1.875,3,2,1,Bargain Quest,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3707,243430,3,5,30,7.03002,10,458,1.2,1,1,1,Krass Kariert,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3708,28907,1,1,90,6.95669,14,870,2.6739,2,3,2,B Superfortress,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3709,21358,2,10,240,7.96207,0,327,2.8824,1,1,1,Savage Worlds,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
3710,22161,2,2,240,7.76832,12,568,3.4412,2,2,1,WestFront II,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
3711,10642,1,4,300,7.96673,12,481,4.16,2,2,2,Barbarossa Army Group North ,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
3712,23981,2,4,45,6.4215,10,530,2.0645,2,2,1,Genesis,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
3713,207338,2,5,19,6.46177,8,520,1.1667,2,6,2,Dungeon Rush,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3714,90,2,2,20,6.26182,8,989,1.4262,1,3,1,Star Wars Episode   Clash of the Lightsabers,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3715,129359,3,6,90,6.33734,12,2421,1.6154,4,4,2,Munchkin Pathfinder,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3716,937,2,5,180,6.81654,14,468,3.6087,3,2,1, Unit ,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3717,1669,1,1,120,6.59116,12,1126,2.4808,2,2,1,Mosbys Raiders,0,0,0,0,0,0,1,0,0,1,0,0,0,Wargame,Movement
3718,40761,2,4,60,6.27697,8,1019,1.8421,2,1,1,Montego Bay,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3719,260757,2,4,90,7.29836,12,287,2.8889,2,1,1,Lift Off,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3720,59936,2,4,120,6.82306,10,544,2.8824,4,2,1,Battle Merchants,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3721,204801,3,6,40,7.5084,12,334,2.0,1,3,2,Kneipenquiz Das Original,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
3722,261114,2,5,45,7.2682,8,266,1.25,1,1,1,Men At Work,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3723,3383,2,6,20,6.30642,6,827,1.25,3,2,1,Mahe,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3724,178007,1,4,60,6.73285,13,1012,3.0,5,1,1,Apocalypse Chaos,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
3725,13172,2,6,30,6.14119,10,1126,1.2946,1,3,3,Kung Fu Fighting,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3726,11274,2,2,240,7.35578,12,1079,3.5128,1,2,2,Devils Horsemen,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
3727,1549,3,4,30,6.12879,10,1835,1.5263,1,3,1,Password,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3728,193651,2,5,30,6.36222,8,717,1.8571,1,1,1,Bohemian Villages,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3729,156175,1,12,45,7.66293,13,382,2.5,3,2,1,Championship Formula Racing,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3730,64220,2,4,30,6.51271,3,851,1.2333,3,2,1,Richard Scarrys Busytown Eye found it Game,0,1,0,0,0,0,0,1,0,0,0,0,0,Educational,Co-op
3731,1152,2,4,60,6.47378,12,930,1.4792,2,5,1,The Mystic Wood,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3732,202732,2,12,45,6.12162,8,1515,1.4,4,4,1,Raise Your Goblets,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3733,15999,2,2,120,7.55466,14,323,3.6842,3,2,1, Unit ,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3734,161681,2,5,45,6.89574,8,650,1.8387,3,2,1,Lift Off Get me off this Planet,0,1,0,0,0,0,0,0,0,1,0,0,0,Educational,Movement
3735,168215,1,2,30,6.15957,8,2385,1.36,2,4,1,Saboteur The Duel,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3736,21414,2,3,120,7.65723,12,456,2.5,6,3,1,To The Last Man,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3737,172225,2,5,15,5.92105,7,25368,1.0703,5,4,3,Exploding Kittens,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3738,192401,1,5,60,6.76238,8,763,1.9,4,3,1,Dungeon Time,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3739,38430,2,4,60,6.57152,0,478,1.8182,2,3,1,Timber Tom,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3740,247360,2,5,40,7.20928,10,422,1.5,3,2,1,Junk Orbit,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3741,54433,5,8,45,6.21204,0,940,1.5686,4,3,2,Nanuk,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3742,13456,2,5,180,6.40843,12,1007,3.1176,4,5,1,Vampire Prince of the City,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3743,10989,2,2,30,6.8652,10,176,2.3571,3,1,1,ConHex,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3744,39383,1,4,60,6.69928,0,724,2.4667,3,3,1,Frontline DDay,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3745,158534,2,5,40,6.39618,12,1195,2.0,4,2,1,Bring Out Yer Dead,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3746,192351,2,4,45,6.31246,8,1314,1.3333,2,1,1,World Monuments,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
3747,3992,2,2,180,7.3712,10,428,4.1333,2,2,1,Advanced Tobruk,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3748,1315,2,5,60,5.99234,10,1333,1.7481,1,1,1,Africa,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3749,63027,2,8,90,7.06202,13,693,2.9429,2,4,2,Leviathans,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3750,222145,1,4,30,6.58926,14,1224,1.9286,3,2,1,Lucidity SixSided Nightmares,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3751,233976,2,4,90,6.59496,14,790,2.5,1,2,1,Pie Town,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3752,10226,2,2,360,7.69025,12,492,3.4333,3,2,2,Thunder at the Crossroads second edition,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
3753,5357,1,2,120,7.27038,12,649,3.1892,1,2,1,Von Mansteins Backhand Blow,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3754,232473,2,6,30,7.14594,8,513,1.8182,4,3,1,Ratland,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3755,233973,2,4,45,7.11932,14,411,2.2222,2,1,1,Huns,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3756,129974,2,2,120,7.37897,10,752,3.3,3,3,1,Warhammer  Dark Vengeance,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3757,63975,2,4,20,6.33184,8,445,1.1463,2,3,1,Level X,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
3758,121764,2,4,30,6.45868,10,948,1.5789,3,2,1,Plato ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3759,155827,2,6,180,6.92194,12,1360,3.0,6,5,1,Krosmaster Quest,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3760,206175,2,6,15,6.32229,8,1020,1.0714,2,5,2,Braintopia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3761,159581,2,6,20,6.47596,9,728,1.4667,1,2,2,Maskmen,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3762,174402,2,4,240,8.21917,14,497,3.5,9,4,3,Tide of Iron Next Wave,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3763,1275,2,6,90,5.97847,10,5296,1.8171,3,3,2,B Baker Street The Master Detective Game,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3764,172896,2,4,60,7.09718,13,459,2.3846,3,1,1,Dont Turn Your Back,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3765,32901,2,100,10,6.54821,8,487,1.4062,1,3,1,Prawo Dzungli,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3766,12830,3,5,45,6.19511,10,1122,1.8706,3,1,2,Die Weinhandler,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3767,171492,3,5,30,6.49482,10,670,2.2083,1,1,1,Vienna,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3768,257726,1,4,30,6.70532,8,512,1.6667,2,2,1,Brikks,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3769,232829,2,5,30,6.84977,10,976,1.5455,3,1,1,The Wizard Always Wins,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3770,2638,2,2,180,6.91337,12,572,2.2609,1,2,1,Clash of Giants,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3771,10527,2,2,15,6.82739,8,338,2.5789,1,1,1,Gyges,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3772,159143,2,5,10,6.45864,8,1421,1.3636,3,2,1,HUE,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3773,42560,1,4,90,7.02426,10,476,2.7273,1,3,1,The Hell of Stalingrad,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3774,24396,3,6,120,6.14319,14,1651,2.4741,1,2,2,War on Terror,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3775,160044,2,12,120,7.01556,12,470,4.1667,2,3,1,Warhammer  Seventh Edition,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3776,82955,3,4,30,6.48456,10,647,2.1622,2,3,1, Habemus Papam,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3777,233956,2,4,45,6.88349,10,402,2.125,3,2,1,Bali,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3778,146579,2,4,45,6.46368,10,688,1.9167,4,1,2,Quilt Show,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3779,216864,1,4,60,6.66567,12,1068,2.8571,2,2,1,Card City XL,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3780,719,2,4,120,6.47398,12,882,2.3542,2,2,1,Tyranno Ex,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3781,3083,1,6,180,6.44859,12,1373,3.2206,4,3,1,Submarine,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3782,43,2,6,90,6.58757,12,463,2.4062,2,2,1,Airlines,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3783,139147,1,4,150,6.76759,12,728,3.8571,4,4,1,Romolo o Remo,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
3784,1309,2,4,60,6.23039,10,963,2.3276,3,2,1,Die Magier von Pangea,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3785,133405,2,4,45,6.7925,13,625,1.9231,2,4,1,Island Siege,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3786,25775,2,2,240,7.90676,12,819,3.8947,4,3,1,Elusive Victory The Air War over the Suez Canal ,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3787,206939,2,6,20,6.71907,8,519,1.0,1,5,1,Do De Li Do,1,0,0,0,0,0,0,0,0,0,0,0,1,Adventure,Role_Playing
3788,137238,3,4,30,6.28864,10,1279,2.2593,4,5,1,Time n Space,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3789,3534,2,6,180,7.0873,12,597,3.725,2,2,1,Star Trader,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3790,189192,2,6,120,6.87774,12,765,2.6667,3,3,3,Mi Tierra New Era,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
3791,27266,2,8,120,7.52586,10,465,3.0,2,4,1,Silent Death The Next Millennium Deluxe Edition,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3792,19624,3,5,50,6.62035,10,522,2.4118,1,1,1,Freyas Folly,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3793,194196,2,4,30,6.43298,7,1127,1.5882,3,4,1,Kharnage,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3794,161578,2,6,45,6.27459,12,1655,2.925,4,2,3,redacted,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3795,1536,3,8,45,5.96589,12,3242,1.2925,4,2,1,Lord of the Fries,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3796,173460,1,6,20,6.65091,12,974,1.7692,3,3,1,Dark Dealings,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3797,127282,2,5,100,6.66429,13,476,3.48,4,2,2,Al Rashid,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3798,181811,2,2,45,6.7347,8,557,1.6,1,2,1,Tatsu,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
3799,234469,2,4,30,6.74855,8,495,1.75,4,1,1,Origami,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3800,4324,2,4,120,5.89118,9,7872,2.2782,4,6,3,Risk The Lord of the Rings,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3801,195194,2,5,75,7.02725,14,845,2.5556,3,3,1,Horizons,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3802,241225,2,2,45,7.71903,14,1003,3.0,1,1,1,Smash Up That s Expansion,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3803,75333,1,4,90,6.73161,12,523,3.0333,3,1,1,Target Earth,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
3804,718,2,5,90,6.2544,12,997,2.3934,1,2,2,Galaxy The Dark Ages,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3805,235344,1,5,90,7.44647,7,803,3.1667,12,6,1,TOKYO METRO,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3806,226519,1,4,90,6.98281,10,494,1.75,1,1,2,Exit The Game  The House of Riddles,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
3807,1674,3,9,45,6.22521,12,1166,1.3368,2,4,2,Naval War,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3808,17857,2,4,180,7.31005,12,203,3.6667,3,3,1,Scan,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3809,2371,1,6,10,6.52152,8,450,1.4286,2,1,1,Extra,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3810,30216,2,4,600,7.11073,12,725,3.6809,4,2,1,The Great War in Europe Deluxe Edition,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3811,27117,2,6,15,6.22352,7,708,1.2414,2,3,3,Animalia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3812,187104,2,4,30,6.20273,8,1170,2.2857,2,2,1, Gods,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3813,194100,2,5,45,6.2356,8,794,1.4286,2,1,2,Costa Rica,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3814,175495,2,6,30,6.24852,8,1362,1.6667,4,3,1,Titan Race,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3815,188390,1,2,360,8.14101,13,741,3.125,4,3,1,Enemy Coast Ahead The Doolittle Raid,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3816,176596,1,4,240,8.45048,0,458,3.8333,3,2,2,The Great Battles of Alexander Macedonian Art of War,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
3817,134150,2,8,30,6.57404,7,609,1.1538,2,3,1,Mini Curling Game,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3818,199182,2,2,90,8.53961,0,374,2.5,5,2,1,Commands  Colors Tricorne The American Revolution,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3819,207330,2,4,60,6.81947,10,321,2.7143,3,2,1,Hellas,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
3820,16162,2,2,90,6.49184,12,1066,2.1143,2,2,2,Target Arnhem Across  Bridges,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
3821,71593,2,5,60,6.332,13,746,2.3,3,1,2,Charon Inc,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3822,122943,2,5,30,6.61514,10,506,1.5517,4,3,1,Scripts and Scribes The Dice Game,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3823,26983,2,6,90,6.86082,10,371,2.8409,4,2,6,Dorn,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3824,222643,1,6,20,7.03373,6,1026,1.6,3,5,7,The Lady and the Tiger,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3825,1582,2,2,60,7.77463,16,491,4.0,1,2,1,Sicily Triumph and Folly,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3826,33732,3,5,60,6.16948,0,908,2.4714,3,2,1,Tulipmania ,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3827,145186,1,5,15,6.49954,8,703,1.0476,1,6,1,PickaPolar Bear,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3828,109451,1,6,15,6.05719,8,1233,1.3418,2,3,1,A Fistful of Penguins,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3829,8059,2,5,90,6.14767,12,1563,2.7525,2,1,1,Ideology The War of Ideas,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3830,5677,2,2,90,7.23787,12,468,2.3333,1,2,1,A Bridge Too Far Arnhem,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3831,250,2,7,360,6.63682,12,633,2.814,4,6,1,Colonial Diplomacy,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3832,183959,2,4,30,6.8188,6,820,1.5833,3,1,1,Latice,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3833,38429,1,4,45,7.25362,0,171,1.7308,3,1,1,Cornerstone,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3834,884,3,5,120,6.15598,12,1103,2.6154,2,1,1,Way Out West,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
3835,8719,2,2,360,7.42874,14,571,4.1724,2,2,2,The Next War,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
3836,21022,4,9,45,6.68267,12,377,1.3,1,5,1,Wasn das,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3837,2316,2,2,30,6.36343,10,920,1.3538,2,2,2,XBugs,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3838,1197,2,3,10,5.94613,7,3190,1.0706,1,4,1,Blink,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3839,31897,3,4,120,6.75179,10,444,2.3333,2,3,1,Anno  Das Brettspiel,0,0,1,0,0,0,0,0,1,0,0,0,0,Era,Dice_Rolling
3840,138704,3,5,60,6.96892,7,293,1.6154,3,1,1,Northern Pacific,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3841,127920,2,6,45,6.62356,10,765,2.2963,3,2,1,Kanzume Goddess,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3842,41658,2,4,15,6.2089,8,886,1.1053,1,4,1,Adios Amigos,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3843,157323,2,0,360,8.12329,0,749,3.8462,3,2,1,MBT second edition,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3844,170300,1,4,60,6.59534,10,737,2.1053,4,2,1,Wombat Rescue,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
3845,3586,2,5,20,6.26353,5,983,1.0938,1,5,1,Sherlock,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3846,258244,1,4,120,6.15932,12,1866,2.2286,3,2,1,Discover Lands Unknown,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3847,87907,2,4,240,7.6573,14,286,3.8333,4,3,1, Sardinia,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3848,177490,2,5,50,6.35209,10,929,2.1333,1,2,1,Samara,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3849,33150,4,16,60,6.16283,12,2012,1.3929,6,4,2,Cranium WOW,1,0,0,0,0,0,0,0,0,0,0,0,1,Adventure,Role_Playing
3850,270,2,5,120,6.36245,12,755,2.5263,2,2,2,Svea Rike,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
3851,228580,1,4,45,7.38236,10,565,1.9,5,1,1,Gearworks,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
3852,147999,2,4,20,6.8086,8,360,1.8421,3,3,1,Handler der Karibik,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3853,1203,3,7,45,6.24002,10,1236,1.7059,1,2,1,Witch Trial,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3854,147363,2,2,60,6.91677,14,622,2.0,3,7,2,YuGiOh Dice Masters,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3855,102897,2,4,30,6.17879,14,1444,1.6346,2,3,1,Farmageddon,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3856,316,2,2,45,6.81348,10,491,2.6579,1,2,1,Chase,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
3857,199723,2,5,600,8.73042,10,272,2.8,4,2,1,UltraQuest Gold Ruhm und Ehre,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3858,5455,2,2,90,6.42692,12,1459,3.716,2,2,1,Tobruk  Tank Battles in North Africa ,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
3859,170669,2,0,60,8.27925,0,456,2.5455,2,2,1,Old School Tactical,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
3860,203719,2,4,60,7.54724,8,724,3.0,5,4,1,Krosmaster Arena ,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3861,207910,2,4,60,7.30279,10,1017,2.0,4,5,1,Subatomic An Atom Building Game,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3862,41833,3,8,60,5.93536,7,3399,1.3333,1,1,3,Creationary,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
3863,122890,3,5,60,6.67597,12,824,2.84,4,2,1,Mercante,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3864,144492,2,5,75,6.20954,10,841,1.9444,3,1,2,Packet Row,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
3865,54507,2,5,30,6.29241,8,674,1.5333,2,2,2,Savannah Tails,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3866,166202,2,5,20,6.4588,13,1432,1.6923,3,1,2,Bomb Squad Academy,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3867,11159,2,2,45,6.30095,13,1297,2.2203,5,2,1,Dungeoneer Haunted Woods of Malthorin,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3868,766,2,6,60,6.31901,10,1404,2.0822,1,3,3,Regatta,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
3869,204135,2,8,45,6.9036,8,471,1.0,1,1,1,Skyjo,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
3870,3093,2,4,20,6.56758,6,672,1.5556,2,1,1,Croak,0,1,0,0,0,0,0,0,0,1,0,0,0,Educational,Movement
3871,147305,1,6,20,6.31763,8,554,1.1935,2,4,1,Om Nom Nom,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
3872,393,1,4,90,6.54987,8,646,1.8864,1,3,1,Dinosaurs of the Lost World,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
3873,16373,2,4,50,6.17587,10,1074,1.4598,3,2,1,Techno Witches,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
3874,230852,2,4,10,6.63244,8,363,1.0,1,1,1,BONK,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
3875,199780,2,6,30,6.73945,10,581,1.3,1,2,2,Looterz,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
