rank,id,minplayers,maxplayers,maxplaytime,average_rating,age,total_owners,total_weights,mechanic_count,category_count,designer_count,name_clean,category_clean_Adventure,category_clean_Educational,category_clean_Era,category_clean_Expansion for Base-game,category_clean_Other,category_clean_Strategy,category_clean_Wargame,mechanic_clean_Co-op,mechanic_clean_Dice_Rolling,mechanic_clean_Movement,mechanic_clean_Other,mechanic_clean_PVP,mechanic_clean_Role_Playing,category_clean,mechanic_clean
184,54138,2,6,180,7.71303,12,5363,3.5077,3,3,1,Imperial ,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
185,109276,2,4,120,7.81498,12,5702,4.3181,4,2,1,Kanban Drivers Edition,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
186,233398,2,5,90,8.22968,13,4443,2.9211,3,3,2,Endeavor Age of Sail,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
187,17392,2,6,360,7.93294,12,4805,4.1535,5,5,1,Here I Stand,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
188,760,2,2,30,7.41896,12,17105,1.9055,2,3,1,Battle Line,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
189,19777,2,5,240,7.83852,14,4269,3.9948,4,3,2,Indonesia,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
190,77130,2,4,240,7.46262,13,17338,3.8668,8,5,1,Sid Meiers Civilization The Board Game,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
191,204583,2,4,20,7.39148,8,30518,1.2111,3,4,1,Kingdomino,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
192,239188,1,4,90,8.13704,14,6776,2.069,4,3,1,Chronicles of Crime,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
193,13122,2,4,180,7.9108,14,4530,4.2945,3,5,2,Antiquity,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
194,199792,1,4,80,8.03006,13,5118,2.8087,4,4,1,Everdell,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
195,160477,2,2,20,7.50295,8,14868,1.6985,2,2,1,Onitama,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
196,229853,1,4,120,8.04211,12,4905,3.7091,6,1,1,Teotihuacan City of Gods,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
197,41114,5,10,30,7.34704,13,47217,1.6238,3,7,1,The Resistance,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
198,45315,2,4,90,7.42319,12,13135,3.5456,5,4,1,Dungeon Lords,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
199,172081,1,4,90,7.62021,12,10178,2.2907,6,3,1,Burgle Bros,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
200,59959,2,6,120,7.44611,14,15747,2.6685,4,4,2,Letters from Whitechapel,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
201,144344,2,5,120,7.57676,12,7268,3.1051,5,2,3,Rococo,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
202,40692,2,5,80,7.30535,8,68173,2.366,4,3,1,Small World,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
203,119890,2,2,30,7.43295,13,16056,2.3496,3,2,1,Agricola All Creatures Big and Small,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
204,220877,2,4,75,7.7024,12,6048,2.8803,3,3,2,Rajas of the Ganges,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
205,163745,2,2,120,7.90837,14,7697,3.1283,3,6,2,Star Wars Armada,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
206,176734,1,5,120,7.83152,13,5164,3.0842,2,5,2,The Manhattan Project Energy Empire,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
207,176920,2,6,90,7.52967,14,9436,2.2303,3,1,2,Mission Red Planet Second Edition,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
208,225694,3,8,45,7.81674,12,6354,1.8438,1,2,1,Decrypto,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
209,2655,2,2,20,7.32495,9,31218,2.3389,2,2,1,Hive,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
210,37046,1,4,60,7.35547,12,22341,2.9077,5,4,1,Ghost Stories,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
211,39856,3,6,30,7.30143,8,53690,1.2404,3,3,1,Dixit,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
212,1,3,5,240,7.63917,14,5424,4.3434,5,3,1,Die Macher,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
213,136888,2,4,60,7.45434,10,9874,2.7516,2,5,1,Bruges,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
214,25292,2,4,180,7.43617,13,15285,3.2273,5,5,2,Merchants  Marauders,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
215,257501,2,2,45,7.80448,14,7324,2.4286,2,3,1,KeyForge Call of the Archons,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
216,118,3,5,45,7.36166,10,15960,2.3147,3,2,1,Modern Art,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
217,143693,1,4,80,7.46616,13,9486,2.9723,5,3,1,Glass Road,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
218,209685,2,5,45,7.40773,8,15343,1.7529,4,3,1,Century Spice Road,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
219,54,2,4,90,7.34626,10,19749,2.8271,7,2,2,Tikal,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
220,5,2,6,90,7.35496,12,21065,2.5061,3,1,1,Acquire,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
221,36932,2,2,45,7.554,14,8760,2.4815,3,5,1,Claustrophobia,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
222,33160,3,5,90,7.43445,12,6987,2.9072,4,3,2,Endeavor,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
223,21241,1,4,30,7.41897,13,12051,2.6083,5,2,1,Neuroshima Hex ,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
224,15985,2,2,120,7.85889,12,2992,3.1673,3,6,1,Blood Bowl Living Rulebook,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
225,70919,2,4,45,7.30584,8,40500,1.9781,8,4,1,Takenoko,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
226,206718,2,6,60,7.53642,14,7638,2.0098,4,1,1,Ethnos,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
227,46213,4,8,30,7.41046,12,13459,1.0921,2,3,1,Telestrations,0,0,0,0,1,0,0,0,0,1,0,0,0,Other,Movement
228,243,2,2,480,7.96117,14,5219,4.7096,7,2,1,Advanced Squad Leader,0,0,0,0,0,0,1,0,1,0,0,0,0,Wargame,Dice_Rolling
229,199478,2,4,45,7.58093,8,7797,1.7462,4,2,1,Flamme Rouge,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
230,129622,2,4,20,7.2598,10,76581,1.1977,2,3,1,Love Letter,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
231,25554,2,5,75,7.37115,10,10943,2.7548,3,2,1,Notre Dame,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
232,40765,2,4,240,7.65087,14,5592,3.5843,7,7,1,Clash of Cultures,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
233,182134,2,6,60,7.76545,12,7822,2.6835,6,6,3,Evolution Climate,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
234,163967,1,5,60,7.40457,14,19767,2.155,3,3,1,Tiny Epic Galaxies,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
235,31594,2,5,100,7.39068,12,8605,3.1215,2,2,1,In the Year of the Dragon,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
236,123123,1,5,45,8.02354,10,4309,3.0775,4,2,2,BattleCON Devastation of Indines,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
237,169426,1,4,90,7.53506,10,9675,2.4016,4,2,1,Roll Player,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
238,139976,2,4,120,7.96423,14,4413,3.1156,4,4,2,Cthulhu Wars,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
239,233867,1,100,25,7.69444,10,6569,1.8961,2,1,1,Welcome To,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
240,63628,2,5,120,7.42803,13,10691,2.9703,3,6,1,The Manhattan Project,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
241,198773,2,8,15,7.36516,10,21509,1.2558,3,4,1,Codenames Pictures,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
242,124708,1,4,90,7.38149,7,26825,2.6661,6,5,1,Mice and Mystics,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
243,121,2,6,180,7.62058,12,5830,3.4422,6,6,3,Dune,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
244,189932,2,4,60,7.89325,14,4137,2.5195,3,1,3,Tyrants of the Underdark,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
245,71,2,7,360,7.51673,12,9181,3.6575,5,4,1,Civilization,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
246,8217,2,4,60,7.27466,10,22192,2.2911,3,3,1,San Juan,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
247,158600,2,2,15,7.55445,10,9278,1.7143,3,2,1,Hanamikoji,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
248,2653,2,4,60,7.31041,8,24290,1.7079,7,4,1,Survive Escape from Atlantis,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
249,24480,2,4,120,7.30846,12,17470,2.8279,1,4,2,The Pillars of the Earth,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
250,54625,2,2,60,7.53863,12,8909,2.7875,4,4,1,Space Hulk third edition,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
251,70323,2,6,30,7.2418,8,67258,1.5024,5,4,1,King of Tokyo,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
252,9217,2,4,60,7.31474,10,11267,2.4712,2,3,1,Saint Petersburg,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
253,228341,2,4,90,7.78738,14,4831,3.3421,3,3,1,Pulsar ,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
254,245638,2,4,90,7.79925,14,5036,3.2606,3,2,2,Coimbra,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
255,21348,2,5,60,7.40531,8,10201,2.2434,5,2,1,Ticket to Ride Marklin,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
256,39683,1,4,120,7.38002,10,10034,3.1439,2,2,1,At the Gates of Loyang,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
257,90137,2,4,90,7.37466,14,12311,2.3316,5,4,1,Blood Bowl Team Manager  The Card Game,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
258,144592,2,5,125,7.65789,13,4639,3.5904,5,1,1,Bruxelles ,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
259,15987,1,8,360,7.29764,12,44064,3.5581,6,5,2,Arkham Horror,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
260,55670,2,4,100,7.4332,12,6267,3.1355,7,2,1,Macao,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
261,154809,2,4,120,7.74448,12,3913,3.7709,2,2,2,Nippon,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
262,105134,3,5,60,7.48606,13,11490,2.5953,5,2,2,Risk Legacy,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
263,79828,2,2,120,7.41511,14,8512,3.0329,5,5,1,A Few Acres of Snow,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
264,66188,2,4,60,7.31162,10,12564,2.6358,4,1,3,Fresco,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
265,244522,1,4,30,7.61118,8,5469,1.9123,2,1,1,Thats Pretty Clever,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
266,96913,2,5,60,7.44908,10,6833,2.9926,4,1,1,Lancaster,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
267,172,3,6,30,7.21457,10,23188,1.276,2,2,1,For Sale,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
268,199042,2,4,60,7.53035,11,13284,2.05,3,4,3,Harry Potter Hogwarts Battle,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
269,40354,2,3,210,7.95466,14,3366,3.5023,4,5,1,Maria,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
270,100901,2,6,45,7.23956,10,27300,2.2073,7,1,1,Flash Point Fire Rescue,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
271,232832,2,5,45,7.78088,8,5379,1.6029,4,3,1,Century Golem Edition,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
272,66362,2,5,70,7.33973,10,7749,2.6691,6,3,1,Glen More,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
273,192458,1,4,90,7.71874,14,5374,2.9364,4,4,1,st State Master Set,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
274,176396,2,4,60,7.35515,8,11327,2.2023,4,2,1,Quadropolis,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
275,157969,3,5,60,7.22192,13,35628,1.661,4,7,2,Sheriff of Nottingham,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
276,25417,2,2,60,7.37598,10,10467,2.764,6,4,1,BattleLore,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
277,712,2,2,180,7.55409,12,5938,2.9754,3,5,1,Blood Bowl Third Edition,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
278,18833,2,2,30,7.49224,14,6268,2.195,5,6,3,Lord of the Rings The Confrontation,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
279,166669,2,4,60,7.56203,10,6805,2.0924,3,3,1,San Juan second edition,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
280,151347,2,5,120,7.82293,12,4850,3.6207,6,2,2,Millennium Blades,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
281,5404,3,5,90,7.33806,12,8631,3.0699,2,2,1,AmunRe,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
282,128996,2,4,120,7.72899,10,4478,2.2591,6,5,2, Rebellion,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
283,11170,2,4,90,7.42915,8,11600,2.2906,3,5,3,Heroscape Master Set Rise of the Valkyrie,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
284,183562,2,2,45,7.98804,14,6885,2.8571,3,6,6,Star Wars XWing Miniatures Game  The Force Awakens Core Set,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
285,83330,2,5,180,7.33785,13,17194,3.2458,8,8,1,Mansions of Madness,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
286,27162,2,5,90,7.21693,13,16000,2.4305,2,4,2,Kingsburg,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
287,150658,2,5,30,7.34526,8,11835,2.0528,7,3,1,Pandemic The Cure,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
288,136063,2,5,45,7.21061,10,34782,2.0452,8,3,1,Forbidden Desert,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
289,146791,1,4,120,8.00674,12,5603,3.3376,6,7,1,Shadows of Brimstone City of the Ancients,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
290,138161,1,5,240,7.3958,13,16109,2.938,7,4,3,Firefly The Game,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
291,222509,1,4,90,8.09482,14,4461,3.4242,5,6,1,Lords of Hellas,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
292,65781,2,4,90,7.38952,13,5567,2.8826,2,2,1,London first edition,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
293,137408,2,4,90,7.48102,10,6387,3.01,4,2,1,Amerigo,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
294,204305,1,8,120,7.95204,10,7703,2.1429,2,6,3,Sherlock Holmes Consulting Detective Jack the Ripper  West End Adventures,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
295,17226,2,5,240,7.31862,12,13070,3.341,6,5,1,Descent Journeys in the Dark,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
296,217372,2,4,60,7.53081,10,7261,2.0275,5,2,1,The Quest for El Dorado,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
297,140934,2,4,30,7.39616,8,10518,2.1429,3,2,1,Arboretum,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
298,63888,2,4,60,7.2354,12,16065,2.7201,2,2,1,Innovation,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
299,875,1,4,240,7.74416,14,3636,4.1799,5,5,2,Roads  Boats,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
300,128671,3,4,180,7.46378,17,7957,2.7035,7,5,3,Spartacus A Game of Blood  Treachery,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
301,50,2,2,30,7.15404,10,41741,1.5075,2,2,1,Lost Cities,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
302,102652,2,5,60,7.28264,8,18860,2.497,3,3,3,Sentinels of the Multiverse,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
303,161614,2,5,45,7.56093,13,5149,2.0809,4,1,2,Stockpile,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
304,171668,2,5,30,7.28132,14,16120,1.924,4,2,2,The Grizzled,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
305,105551,2,5,240,7.38423,14,8293,3.7379,7,6,1,Archipelago,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
306,98778,2,5,25,7.14495,8,50695,1.7015,4,3,1,Hanabi,0,0,0,0,1,0,0,1,0,0,0,0,0,Other,Co-op
307,147949,3,10,10,7.22725,8,26783,1.4004,3,5,2,One Night Ultimate Werewolf,0,0,0,0,0,1,0,0,0,0,0,0,1,Strategy,Role_Playing
308,227789,2,4,90,7.6414,12,4314,3.2212,1,3,2,Heaven  Ale,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
309,34219,2,4,30,7.21372,10,16040,1.6773,5,3,1,Biblios,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
310,58421,2,4,90,7.44523,12,3823,2.8324,3,2,5,Egizia,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
311,234487,2,5,120,7.58207,12,5487,3.3281,3,1,1,Altiplano,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
312,13,3,4,120,7.20035,10,121071,2.3423,4,1,1,Catan,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
313,186751,2,4,90,8.66332,14,3749,3.0811,7,7,1,Mythic Battles Pantheon,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
314,194594,2,4,40,7.34454,10,12355,1.9185,3,4,1,Dice Forge,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
315,177639,2,2,25,7.42731,9,8437,2.0448,7,3,2,Raptor,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
316,111341,2,5,150,7.78552,14,3201,3.6936,6,4,2,The Great Zimbabwe,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
317,73171,2,4,180,7.72883,13,5741,3.8819,7,7,1,Earth Reborn,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
318,97786,2,5,90,7.30826,8,13829,2.5845,4,3,1,Small World Underground,1,0,0,0,0,0,0,0,0,0,0,1,0,Adventure,PVP
319,133038,1,4,90,7.2865,13,16973,2.713,6,4,5,Pathfinder Adventure Card Game Rise of the Runelords  Base Set,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
320,62227,1,2,180,7.58801,12,7448,3.5839,6,3,1,Labyrinth The War on Terror   ,0,0,0,0,0,0,1,0,0,0,0,1,0,Wargame,PVP
321,62222,2,2,90,7.97407,14,4018,2.7354,5,2,1,Commands  Colors Napoleonics,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
322,95527,2,4,150,7.63898,12,4671,4.2609,3,4,2,Madeira,0,0,0,0,1,0,0,0,0,0,0,1,0,Other,PVP
323,36553,4,18,60,7.75057,12,3923,1.186,3,3,2,Times Up Title Recall,0,0,0,0,1,0,0,0,0,0,0,0,1,Other,Role_Playing
324,192153,2,4,40,7.46987,14,10203,2.1333,7,3,2,Pandemic Reign of Cthulhu,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
325,127398,2,4,90,7.25998,10,18919,2.7619,4,4,1,Legends of Andor,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
326,219513,2,4,45,7.37645,8,7901,1.7288,3,2,1,Barenpark,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
327,162082,2,4,90,7.35536,14,7041,2.8445,5,2,1,Deus,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
328,158899,2,6,40,7.17028,10,25678,1.8089,6,3,1,Colt Express,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
329,205359,2,2,30,7.72281,10,5780,2.2414,3,7,2,Star Wars Destiny,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
330,218603,2,4,60,7.28228,10,15197,2.3138,1,2,1,Photosynthesis,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
331,223321,1,5,180,8.28067,16,5665,2.7955,2,2,3,Detective A Modern Crime Board Game,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
332,218417,1,4,60,8.49144,14,3809,2.9375,6,3,1,Aeons End War Eternal,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
333,195539,2,5,90,7.63414,14,5737,2.6,6,3,1,The Godfather Corleones Empire,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
334,42052,2,4,135,7.50226,12,4337,4.2037,2,3,1,Vinhos,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
335,90419,2,5,75,7.33483,10,7259,2.4367,4,2,1,Airlines Europe,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
336,43570,1,1,25,7.20225,13,22502,2.1254,2,5,1,Friday,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
337,206941,2,4,80,7.5521,10,5005,2.7444,2,2,1,First Class All Aboard the Orient Express,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
338,133848,2,6,60,7.2923,13,9860,3.1166,5,1,2,Euphoria Build a Better Dystopia,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
339,125618,2,6,45,7.20374,14,12736,2.2321,4,2,1,Libertalia,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
340,150,2,8,30,7.2444,6,8853,1.125,1,5,1,PitchCar,1,0,0,0,0,0,0,0,0,1,0,0,0,Adventure,Movement
341,155987,2,4,60,7.30292,14,9083,2.3442,5,4,2,Abyss,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
342,119506,1,4,120,7.59939,13,5102,2.9059,4,4,1,Freedom The Underground Railroad,0,0,0,0,0,0,1,1,0,0,0,0,0,Wargame,Co-op
343,27173,2,4,60,7.27272,10,7159,2.537,2,4,1,Vikings,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
344,3685,2,2,180,7.55902,12,4540,2.9827,6,2,2,Hammer of the Scots,0,0,1,0,0,0,0,0,0,1,0,0,0,Era,Movement
345,475,3,5,100,7.30667,12,7478,2.996,5,2,1,Taj Mahal,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
346,163968,2,4,60,7.28618,14,10013,2.7736,2,3,2,Elysium,0,0,1,0,0,0,0,0,0,0,1,0,0,Era,Other
347,15062,3,7,80,7.13645,10,28509,2.5653,7,6,2,Shadows over Camelot,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
348,169255,2,4,120,7.70012,14,6321,3.4727,4,7,2,A Game of Thrones The Card Game Second Edition,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
349,128271,1,5,45,7.43024,13,3906,2.9046,4,4,1,Ginkgopolis,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
350,141572,2,5,45,7.27939,8,11375,1.9811,3,3,1,Paperback,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
351,478,2,8,60,7.106,10,56805,2.0573,3,5,1,Citadels,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
352,34119,1,6,120,7.23634,12,14958,2.1609,5,6,4,Tales of the Arabian Nights,1,0,0,0,0,0,0,0,1,0,0,0,0,Adventure,Dice_Rolling
353,160010,2,5,90,7.85023,14,6412,2.7952,7,5,7,Conan,1,0,0,0,0,0,0,0,0,0,1,0,0,Adventure,Other
354,209778,1,8,15,7.23,8,14720,1.6906,4,4,1,Magic Maze,0,0,0,0,0,1,0,1,0,0,0,0,0,Strategy,Co-op
355,6472,3,5,180,7.25226,12,9375,3.4511,7,6,2,A Game of Thrones First Edition,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
1005,234669,1,6,999,7.50906,14,3282,1.1429,3,3,5,Legacy of Dragonholt,1,0,0,0,0,0,0,1,0,0,0,0,0,Adventure,Co-op
356,9674,1,4,45,7.14425,10,16327,1.9234,4,1,1,Ingenious,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
357,266192,1,5,70,8.34969,10,2346,2.3924,3,4,1,Wingspan,0,0,0,0,1,0,0,0,1,0,0,0,0,Other,Dice_Rolling
358,31999,2,2,60,7.6825,13,4050,2.55,1,1,1,TZAAR,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
359,39351,3,5,120,7.35202,12,4924,3.5255,2,2,1,Automobile,0,0,0,0,0,1,0,0,0,0,1,0,0,Strategy,Other
360,192836,1,4,360,7.76889,12,4679,4.0844,6,1,1,The Colonists,0,0,0,0,0,1,0,0,0,1,0,0,0,Strategy,Movement
361,155703,2,6,60,7.21034,12,14290,2.4467,7,7,3,Evolution,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
362,97842,2,5,75,7.21687,13,9180,2.6969,3,3,1,Last Will,0,0,0,0,1,0,0,0,0,0,1,0,0,Other,Other
363,191862,2,4,40,7.24015,10,11508,2.0255,3,1,1,Imhotep,0,0,1,0,0,0,0,0,0,0,0,1,0,Era,PVP
364,140603,3,5,120,7.4651,14,5214,2.9266,6,5,1,Francis Drake,0,0,0,0,0,1,0,0,1,0,0,0,0,Strategy,Dice_Rolling
365,18,2,8,120,7.10736,12,24427,2.4332,4,4,1,RoboRally,0,0,0,0,0,1,0,0,0,0,0,1,0,Strategy,PVP
